,Date,ASIN,Product Name,Current Inventory,Updated Current Inventory,Daily_Run_Rate,Date of OOS,Expected Date to be in Air,Days of inventory,Inventory Status,Total Upcoming Shipment,Days_To_Target,Expected_Usage,Total_Available,Required Projected Inventory,Buffer_Stock,Required_Shipment_with_buffer_stock
27,2024-10-28,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10798.0,99.0,07-08-2025,18-07-2025,170,Sufficient Inventory,16837,30,2970.0,16837,-13867.0,1485.0,-12382.0
28,2024-10-29,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9578.0,119.0,09-07-2025,19-06-2025,141,Sufficient Inventory,16837,30,3570.0,16837,-13267.0,1785.0,-11482.0
29,2024-10-30,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9517.0,120.0,08-07-2025,18-06-2025,140,Sufficient Inventory,16837,30,3600.0,16837,-13237.0,1800.0,-11437.0
30,2024-10-31,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9395.0,122.0,06-07-2025,16-06-2025,138,Sufficient Inventory,16837,30,3660.0,16837,-13177.0,1830.0,-11347.0
31,2024-11-01,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8968.0,129.0,28-06-2025,08-06-2025,130,Sufficient Inventory,16837,30,3870.0,16837,-12967.0,1935.0,-11032.0
32,2024-11-02,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8602.0,135.0,22-06-2025,02-06-2025,124,Sufficient Inventory,16837,30,4050.0,16837,-12787.0,2025.0,-10762.0
33,2024-11-03,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9212.0,125.0,02-07-2025,12-06-2025,134,Sufficient Inventory,16837,30,3750.0,16837,-13087.0,1875.0,-11212.0
34,2024-11-04,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9395.0,122.0,06-07-2025,16-06-2025,138,Sufficient Inventory,16837,30,3660.0,16837,-13177.0,1830.0,-11347.0
35,2024-11-05,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9273.0,124.0,03-07-2025,13-06-2025,135,Sufficient Inventory,16837,30,3720.0,16837,-13117.0,1860.0,-11257.0
36,2024-11-06,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9395.0,122.0,06-07-2025,16-06-2025,138,Sufficient Inventory,16837,30,3660.0,16837,-13177.0,1830.0,-11347.0
37,2024-11-07,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9700.0,117.0,11-07-2025,21-06-2025,143,Sufficient Inventory,16837,30,3510.0,16837,-13327.0,1755.0,-11572.0
38,2024-11-08,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10005.0,112.0,18-07-2025,28-06-2025,150,Sufficient Inventory,16837,30,3360.0,16837,-13477.0,1680.0,-11797.0
39,2024-11-09,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9761.0,116.0,13-07-2025,23-06-2025,145,Sufficient Inventory,16837,30,3480.0,16837,-13357.0,1740.0,-11617.0
40,2024-11-10,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9639.0,118.0,10-07-2025,20-06-2025,142,Sufficient Inventory,16837,30,3540.0,16837,-13297.0,1770.0,-11527.0
41,2024-11-11,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9761.0,116.0,13-07-2025,23-06-2025,145,Sufficient Inventory,16837,30,3480.0,16837,-13357.0,1740.0,-11617.0
42,2024-11-12,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9944.0,113.0,17-07-2025,27-06-2025,149,Sufficient Inventory,16837,30,3390.0,16837,-13447.0,1695.0,-11752.0
43,2024-11-13,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9822.0,115.0,14-07-2025,24-06-2025,146,Sufficient Inventory,16837,30,3450.0,16837,-13387.0,1725.0,-11662.0
44,2024-11-14,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10005.0,112.0,18-07-2025,28-06-2025,150,Sufficient Inventory,16837,30,3360.0,16837,-13477.0,1680.0,-11797.0
45,2024-11-15,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8968.0,129.0,28-06-2025,08-06-2025,130,Sufficient Inventory,16837,30,3870.0,16837,-12967.0,1935.0,-11032.0
46,2024-11-16,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8968.0,129.0,28-06-2025,08-06-2025,130,Sufficient Inventory,16837,30,3870.0,16837,-12967.0,1935.0,-11032.0
47,2024-11-17,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9090.0,127.0,30-06-2025,10-06-2025,132,Sufficient Inventory,16837,30,3810.0,16837,-13027.0,1905.0,-11122.0
48,2024-11-18,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9578.0,119.0,09-07-2025,19-06-2025,141,Sufficient Inventory,16837,30,3570.0,16837,-13267.0,1785.0,-11482.0
49,2024-11-19,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8480.0,137.0,20-06-2025,31-05-2025,122,Sufficient Inventory,16837,30,4110.0,16837,-12727.0,2055.0,-10672.0
50,2024-11-20,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9578.0,119.0,09-07-2025,19-06-2025,141,Sufficient Inventory,16837,30,3570.0,16837,-13267.0,1785.0,-11482.0
51,2024-11-21,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9578.0,119.0,09-07-2025,19-06-2025,141,Sufficient Inventory,16837,30,3570.0,16837,-13267.0,1785.0,-11482.0
52,2024-11-22,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9517.0,120.0,08-07-2025,18-06-2025,140,Sufficient Inventory,16837,30,3600.0,16837,-13237.0,1800.0,-11437.0
53,2024-11-23,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8968.0,129.0,28-06-2025,08-06-2025,130,Sufficient Inventory,16837,30,3870.0,16837,-12967.0,1935.0,-11032.0
54,2024-11-24,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10127.0,110.0,21-07-2025,01-07-2025,153,Sufficient Inventory,16837,30,3300.0,16837,-13537.0,1650.0,-11887.0
55,2024-11-25,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10371.0,106.0,26-07-2025,06-07-2025,158,Sufficient Inventory,16837,30,3180.0,16837,-13657.0,1590.0,-12067.0
56,2024-11-26,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10615.0,102.0,02-08-2025,13-07-2025,165,Sufficient Inventory,16837,30,3060.0,16837,-13777.0,1530.0,-12247.0
57,2024-11-27,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10737.0,100.0,05-08-2025,16-07-2025,168,Sufficient Inventory,16837,30,3000.0,16837,-13837.0,1500.0,-12337.0
58,2024-11-28,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11103.0,94.0,16-08-2025,27-07-2025,179,Sufficient Inventory,16837,30,2820.0,16837,-14017.0,1410.0,-12607.0
59,2024-11-29,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10310.0,107.0,25-07-2025,05-07-2025,157,Sufficient Inventory,16837,30,3210.0,16837,-13627.0,1605.0,-12022.0
60,2024-11-30,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9944.0,113.0,17-07-2025,27-06-2025,149,Sufficient Inventory,16837,30,3390.0,16837,-13447.0,1695.0,-11752.0
61,2024-12-01,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9456.0,121.0,07-07-2025,17-06-2025,139,Sufficient Inventory,16837,30,3630.0,16837,-13207.0,1815.0,-11392.0
62,2024-12-02,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8968.0,129.0,28-06-2025,08-06-2025,130,Sufficient Inventory,16837,30,3870.0,16837,-12967.0,1935.0,-11032.0
63,2024-12-03,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,8663.0,134.0,23-06-2025,03-06-2025,125,Sufficient Inventory,16837,30,4020.0,16837,-12817.0,2010.0,-10807.0
64,2024-12-04,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9456.0,121.0,07-07-2025,17-06-2025,139,Sufficient Inventory,16837,30,3630.0,16837,-13207.0,1815.0,-11392.0
65,2024-12-05,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9456.0,121.0,07-07-2025,17-06-2025,139,Sufficient Inventory,16837,30,3630.0,16837,-13207.0,1815.0,-11392.0
66,2024-12-06,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,9639.0,118.0,10-07-2025,20-06-2025,142,Sufficient Inventory,16837,30,3540.0,16837,-13297.0,1770.0,-11527.0
67,2024-12-07,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10432.0,105.0,28-07-2025,08-07-2025,160,Sufficient Inventory,16837,30,3150.0,16837,-13687.0,1575.0,-12112.0
68,2024-12-08,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10676.0,101.0,03-08-2025,14-07-2025,166,Sufficient Inventory,16837,30,3030.0,16837,-13807.0,1515.0,-12292.0
69,2024-12-09,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,10859.0,98.0,08-08-2025,19-07-2025,171,Sufficient Inventory,16837,30,2940.0,16837,-13897.0,1470.0,-12427.0
70,2024-12-10,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11225.0,92.0,20-08-2025,31-07-2025,183,Sufficient Inventory,16837,30,2760.0,16837,-14077.0,1380.0,-12697.0
71,2024-12-11,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11408.0,89.0,26-08-2025,06-08-2025,189,Sufficient Inventory,16837,30,2670.0,16837,-14167.0,1335.0,-12832.0
72,2024-12-12,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11225.0,92.0,20-08-2025,31-07-2025,183,Sufficient Inventory,16837,30,2760.0,16837,-14077.0,1380.0,-12697.0
73,2024-12-13,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11469.0,88.0,28-08-2025,08-08-2025,191,Sufficient Inventory,16837,30,2640.0,16837,-14197.0,1320.0,-12877.0
74,2024-12-14,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11591.0,86.0,01-09-2025,12-08-2025,195,Sufficient Inventory,16837,30,2580.0,16837,-14257.0,1290.0,-12967.0
75,2024-12-15,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11652.0,85.0,04-09-2025,15-08-2025,198,Sufficient Inventory,16837,30,2550.0,16837,-14287.0,1275.0,-13012.0
76,2024-12-16,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11896.0,81.0,13-09-2025,24-08-2025,207,Sufficient Inventory,16837,30,2430.0,16837,-14407.0,1215.0,-13192.0
77,2024-12-17,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12201.0,76.0,27-09-2025,07-09-2025,221,Sufficient Inventory,16837,30,2280.0,16837,-14557.0,1140.0,-13417.0
78,2024-12-18,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12262.0,75.0,30-09-2025,10-09-2025,224,Sufficient Inventory,16837,30,2250.0,16837,-14587.0,1125.0,-13462.0
79,2024-12-19,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12079.0,78.0,21-09-2025,01-09-2025,215,Sufficient Inventory,16837,30,2340.0,16837,-14497.0,1170.0,-13327.0
80,2024-12-20,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12323.0,74.0,03-10-2025,13-09-2025,227,Sufficient Inventory,16837,30,2220.0,16837,-14617.0,1110.0,-13507.0
81,2024-12-21,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12323.0,74.0,03-10-2025,13-09-2025,227,Sufficient Inventory,16837,30,2220.0,16837,-14617.0,1110.0,-13507.0
82,2024-12-22,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12262.0,75.0,30-09-2025,10-09-2025,224,Sufficient Inventory,16837,30,2250.0,16837,-14587.0,1125.0,-13462.0
83,2024-12-23,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
84,2024-12-24,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13421.0,56.0,15-12-2025,25-11-2025,300,Sufficient Inventory,16837,30,1680.0,16837,-15157.0,840.0,-14317.0
85,2024-12-25,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13726.0,51.0,14-01-2026,25-12-2025,330,Sufficient Inventory,16837,30,1530.0,16837,-15307.0,765.0,-14542.0
86,2024-12-26,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13970.0,47.0,11-02-2026,22-01-2026,358,Sufficient Inventory,16837,30,1410.0,16837,-15427.0,705.0,-14722.0
87,2024-12-27,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,14092.0,45.0,27-02-2026,07-02-2026,374,Sufficient Inventory,16837,30,1350.0,16837,-15487.0,675.0,-14812.0
88,2024-12-28,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13848.0,49.0,27-01-2026,07-01-2026,343,Sufficient Inventory,16837,30,1470.0,16837,-15367.0,735.0,-14632.0
89,2024-12-29,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13604.0,53.0,01-01-2026,12-12-2025,317,Sufficient Inventory,16837,30,1590.0,16837,-15247.0,795.0,-14452.0
90,2024-12-30,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13360.0,57.0,10-12-2025,20-11-2025,295,Sufficient Inventory,16837,30,1710.0,16837,-15127.0,855.0,-14272.0
91,2024-12-31,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13299.0,58.0,05-12-2025,15-11-2025,290,Sufficient Inventory,16837,30,1740.0,16837,-15097.0,870.0,-14227.0
92,2025-01-01,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13238.0,59.0,30-11-2025,10-11-2025,285,Sufficient Inventory,16837,30,1770.0,16837,-15067.0,885.0,-14182.0
93,2025-01-02,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,13177.0,60.0,25-11-2025,05-11-2025,280,Sufficient Inventory,16837,30,1800.0,16837,-15037.0,900.0,-14137.0
94,2025-01-03,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
95,2025-01-04,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12567.0,70.0,16-10-2025,26-09-2025,240,Sufficient Inventory,16837,30,2100.0,16837,-14737.0,1050.0,-13687.0
96,2025-01-05,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12384.0,73.0,06-10-2025,16-09-2025,230,Sufficient Inventory,16837,30,2190.0,16837,-14647.0,1095.0,-13552.0
97,2025-01-06,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12079.0,78.0,21-09-2025,01-09-2025,215,Sufficient Inventory,16837,30,2340.0,16837,-14497.0,1170.0,-13327.0
98,2025-01-07,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11774.0,83.0,08-09-2025,19-08-2025,202,Sufficient Inventory,16837,30,2490.0,16837,-14347.0,1245.0,-13102.0
99,2025-01-08,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11774.0,83.0,08-09-2025,19-08-2025,202,Sufficient Inventory,16837,30,2490.0,16837,-14347.0,1245.0,-13102.0
100,2025-01-09,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
101,2025-01-10,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
102,2025-01-11,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11713.0,84.0,06-09-2025,17-08-2025,200,Sufficient Inventory,16837,30,2520.0,16837,-14317.0,1260.0,-13057.0
103,2025-01-12,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11713.0,84.0,06-09-2025,17-08-2025,200,Sufficient Inventory,16837,30,2520.0,16837,-14317.0,1260.0,-13057.0
104,2025-01-13,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11957.0,80.0,16-09-2025,27-08-2025,210,Sufficient Inventory,16837,30,2400.0,16837,-14437.0,1200.0,-13237.0
105,2025-01-14,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12262.0,75.0,30-09-2025,10-09-2025,224,Sufficient Inventory,16837,30,2250.0,16837,-14587.0,1125.0,-13462.0
106,2025-01-15,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12262.0,75.0,30-09-2025,10-09-2025,224,Sufficient Inventory,16837,30,2250.0,16837,-14587.0,1125.0,-13462.0
107,2025-01-16,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12262.0,75.0,30-09-2025,10-09-2025,224,Sufficient Inventory,16837,30,2250.0,16837,-14587.0,1125.0,-13462.0
108,2025-01-17,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12445.0,72.0,09-10-2025,19-09-2025,233,Sufficient Inventory,16837,30,2160.0,16837,-14677.0,1080.0,-13597.0
109,2025-01-18,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12445.0,72.0,09-10-2025,19-09-2025,233,Sufficient Inventory,16837,30,2160.0,16837,-14677.0,1080.0,-13597.0
110,2025-01-19,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12506.0,71.0,13-10-2025,23-09-2025,237,Sufficient Inventory,16837,30,2130.0,16837,-14707.0,1065.0,-13642.0
111,2025-01-20,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12628.0,69.0,20-10-2025,30-09-2025,244,Sufficient Inventory,16837,30,2070.0,16837,-14767.0,1035.0,-13732.0
112,2025-01-21,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12811.0,66.0,31-10-2025,11-10-2025,255,Sufficient Inventory,16837,30,1980.0,16837,-14857.0,990.0,-13867.0
113,2025-01-22,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
114,2025-01-23,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12567.0,70.0,16-10-2025,26-09-2025,240,Sufficient Inventory,16837,30,2100.0,16837,-14737.0,1050.0,-13687.0
115,2025-01-24,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12201.0,76.0,27-09-2025,07-09-2025,221,Sufficient Inventory,16837,30,2280.0,16837,-14557.0,1140.0,-13417.0
116,2025-01-25,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12201.0,76.0,27-09-2025,07-09-2025,221,Sufficient Inventory,16837,30,2280.0,16837,-14557.0,1140.0,-13417.0
117,2025-01-26,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11713.0,84.0,06-09-2025,17-08-2025,200,Sufficient Inventory,16837,30,2520.0,16837,-14317.0,1260.0,-13057.0
118,2025-01-27,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11469.0,88.0,28-08-2025,08-08-2025,191,Sufficient Inventory,16837,30,2640.0,16837,-14197.0,1320.0,-12877.0
119,2025-01-28,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11286.0,91.0,22-08-2025,02-08-2025,185,Sufficient Inventory,16837,30,2730.0,16837,-14107.0,1365.0,-12742.0
120,2025-01-29,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
121,2025-01-30,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11286.0,91.0,22-08-2025,02-08-2025,185,Sufficient Inventory,16837,30,2730.0,16837,-14107.0,1365.0,-12742.0
122,2025-01-31,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11347.0,90.0,24-08-2025,04-08-2025,187,Sufficient Inventory,16837,30,2700.0,16837,-14137.0,1350.0,-12787.0
123,2025-02-01,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11591.0,86.0,01-09-2025,12-08-2025,195,Sufficient Inventory,16837,30,2580.0,16837,-14257.0,1290.0,-12967.0
124,2025-02-02,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
125,2025-02-03,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11225.0,92.0,20-08-2025,31-07-2025,183,Sufficient Inventory,16837,30,2760.0,16837,-14077.0,1380.0,-12697.0
126,2025-02-04,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
127,2025-02-05,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11530.0,87.0,30-08-2025,10-08-2025,193,Sufficient Inventory,16837,30,2610.0,16837,-14227.0,1305.0,-12922.0
128,2025-02-06,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11347.0,90.0,24-08-2025,04-08-2025,187,Sufficient Inventory,16837,30,2700.0,16837,-14137.0,1350.0,-12787.0
129,2025-02-07,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,11591.0,86.0,01-09-2025,12-08-2025,195,Sufficient Inventory,16837,30,2580.0,16837,-14257.0,1290.0,-12967.0
130,2025-02-08,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12079.0,78.0,21-09-2025,01-09-2025,215,Sufficient Inventory,16837,30,2340.0,16837,-14497.0,1170.0,-13327.0
131,2025-02-09,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12079.0,78.0,21-09-2025,01-09-2025,215,Sufficient Inventory,16837,30,2340.0,16837,-14497.0,1170.0,-13327.0
132,2025-02-10,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12445.0,72.0,09-10-2025,19-09-2025,233,Sufficient Inventory,16837,30,2160.0,16837,-14677.0,1080.0,-13597.0
133,2025-02-11,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
134,2025-02-12,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
135,2025-02-13,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12750.0,67.0,27-10-2025,07-10-2025,251,Sufficient Inventory,16837,30,2010.0,16837,-14827.0,1005.0,-13822.0
136,2025-02-14,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12994.0,63.0,12-11-2025,23-10-2025,267,Sufficient Inventory,16837,30,1890.0,16837,-14947.0,945.0,-14002.0
137,2025-02-15,B07GNLN5K2,SVA Peppermint Arvensis 4 Oz,9087,12994.0,63.0,12-11-2025,23-10-2025,267,Sufficient Inventory,16837,30,1890.0,16837,-14947.0,945.0,-14002.0
138,2024-10-01,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,45.0,170.0,31-03-2025,11-03-2025,41,Expected to be in air,7195,30,5100.0,7195,-2095.0,2550.0,455.0
139,2024-10-02,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,155.0,196.0,25-03-2025,05-03-2025,35,Expected to be in air,7195,30,5880.0,7195,-1315.0,2940.0,1625.0
140,2024-10-03,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,610.0,183.0,28-03-2025,08-03-2025,38,Expected to be in air,7195,30,5490.0,7195,-1705.0,2745.0,1040.0
141,2024-10-04,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,925.0,174.0,30-03-2025,10-03-2025,40,Expected to be in air,7195,30,5220.0,7195,-1975.0,2610.0,635.0
142,2024-10-05,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,127.0,168.0,31-03-2025,11-03-2025,41,Expected to be in air,7195,30,5040.0,7195,-2155.0,2520.0,365.0
143,2024-10-06,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,995.0,172.0,30-03-2025,10-03-2025,40,Expected to be in air,7195,30,5160.0,7195,-2035.0,2580.0,545.0
144,2024-10-07,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,1111.0,144.0,07-04-2025,18-03-2025,48,Expected to be in air,7195,30,4320.0,7195,-2875.0,2160.0,-715.0
145,2024-10-08,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,947.0,148.0,06-04-2025,17-03-2025,47,Expected to be in air,7195,30,4440.0,7195,-2755.0,2220.0,-535.0
146,2024-10-09,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,783.0,152.0,05-04-2025,16-03-2025,46,Expected to be in air,7195,30,4560.0,7195,-2635.0,2280.0,-355.0
147,2024-10-10,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,1316.0,139.0,09-04-2025,20-03-2025,50,Expected to be in air,7195,30,4170.0,7195,-3025.0,2085.0,-940.0
148,2024-10-11,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,1177.0,118.0,19-04-2025,30-03-2025,60,Expected to be in air,7195,30,3540.0,7195,-3655.0,1770.0,-1885.0
149,2024-10-12,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,180.0,115.0,21-04-2025,01-04-2025,62,Sea Shipment,7195,30,3450.0,7195,-3745.0,1725.0,-2020.0
150,2024-10-13,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,1217.0,98.0,02-05-2025,12-04-2025,73,Sea Shipment,7195,30,2940.0,7195,-4255.0,1470.0,-2785.0
151,2024-10-14,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,2376.0,79.0,20-05-2025,30-04-2025,91,Planned to send in Next Sea Shipment,7195,30,2370.0,7195,-4825.0,1185.0,-3640.0
152,2024-10-15,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,2864.0,71.0,30-05-2025,10-05-2025,101,Sufficient Inventory,7195,30,2130.0,7195,-5065.0,1065.0,-4000.0
153,2024-10-16,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,3230.0,65.0,08-06-2025,19-05-2025,110,Sufficient Inventory,7195,30,1950.0,7195,-5245.0,975.0,-4270.0
154,2024-10-17,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,3535.0,60.0,17-06-2025,28-05-2025,119,Sufficient Inventory,7195,30,1800.0,7195,-5395.0,900.0,-4495.0
155,2024-10-18,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,4145.0,50.0,11-07-2025,21-06-2025,143,Sufficient Inventory,7195,30,1500.0,7195,-5695.0,750.0,-4945.0
156,2024-10-19,B07GCQDX6M,SVA Citronella Oil 4 Oz,6885,4450.0,45.0,27-07-2025,07-07-2025,159,Sufficient Inventory,7195,30,1350.0,7195,-5845.0,675.0,-5170.0
