,Date,ASIN,Product Name,Current Inventory,Updated Current Inventory,Daily_Run_Rate,Date of OOS,Expected Date to be in Air,Days of inventory,Inventory Status,Total Upcoming Shipment,Days_To_Target,Expected_Usage,Total_Available,Required Projected Inventory,Buffer_Stock,Required_Shipment_with_buffer_stock
7063,2024-10-26,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,228.0,21.0,10-03-2025,18-02-2025,20,In AIR,438,30,630.0,438,192.0,315.0,507.0
7064,2024-10-27,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,248.0,19.0,13-03-2025,21-02-2025,23,Expected to be in air,438,30,570.0,438,132.0,285.0,417.0
7065,2024-10-28,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,13.0,17.0,15-03-2025,23-02-2025,25,Expected to be in air,438,30,510.0,438,72.0,255.0,327.0
7066,2024-10-29,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7067,2024-10-30,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7068,2024-10-31,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7069,2024-11-01,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7070,2024-11-02,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7071,2024-11-03,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7072,2024-11-04,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7073,2024-11-05,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7074,2024-11-06,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7075,2024-11-07,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7076,2024-11-08,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7077,2024-11-09,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7078,2024-11-10,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7079,2024-11-11,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7080,2024-11-12,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7081,2024-11-13,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,11.0,7.0,21-04-2025,01-04-2025,62,Sea Shipment,438,30,210.0,438,-228.0,105.0,-123.0
7082,2024-11-14,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,11.0,7.0,21-04-2025,01-04-2025,62,Sea Shipment,438,30,210.0,438,-228.0,105.0,-123.0
7083,2024-11-15,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7084,2024-11-16,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7085,2024-11-17,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7086,2024-11-18,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7087,2024-11-19,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7088,2024-11-20,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7089,2024-11-21,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7090,2024-11-22,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7091,2024-11-23,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7092,2024-11-24,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7093,2024-11-25,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,72.0,6.0,02-05-2025,12-04-2025,73,Sea Shipment,438,30,180.0,438,-258.0,90.0,-168.0
7094,2024-11-26,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,72.0,6.0,02-05-2025,12-04-2025,73,Sea Shipment,438,30,180.0,438,-258.0,90.0,-168.0
7095,2024-11-27,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7096,2024-11-28,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7097,2024-11-29,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7098,2024-11-30,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,38.0,16.0,17-03-2025,25-02-2025,27,Expected to be in air,438,30,480.0,438,42.0,240.0,282.0
7099,2024-12-01,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,258.0,18.0,14-03-2025,22-02-2025,24,Expected to be in air,438,30,540.0,438,102.0,270.0,372.0
7100,2024-12-02,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,248.0,19.0,13-03-2025,21-02-2025,23,Expected to be in air,438,30,570.0,438,132.0,285.0,417.0
7101,2024-12-03,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,248.0,19.0,13-03-2025,21-02-2025,23,Expected to be in air,438,30,570.0,438,132.0,285.0,417.0
7102,2024-12-04,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,38.0,16.0,17-03-2025,25-02-2025,27,Expected to be in air,438,30,480.0,438,42.0,240.0,282.0
7103,2024-12-05,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,63.0,15.0,19-03-2025,27-02-2025,29,Expected to be in air,438,30,450.0,438,12.0,225.0,237.0
7104,2024-12-06,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7105,2024-12-07,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7106,2024-12-08,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7107,2024-12-09,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7108,2024-12-10,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7109,2024-12-11,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7110,2024-12-12,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7111,2024-12-13,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7112,2024-12-14,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7113,2024-12-15,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7114,2024-12-16,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7115,2024-12-17,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7116,2024-12-18,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,63.0,15.0,19-03-2025,27-02-2025,29,Expected to be in air,438,30,450.0,438,12.0,225.0,237.0
7117,2024-12-19,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,63.0,15.0,19-03-2025,27-02-2025,29,Expected to be in air,438,30,450.0,438,12.0,225.0,237.0
7118,2024-12-20,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7119,2024-12-21,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7120,2024-12-22,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7121,2024-12-23,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7122,2024-12-24,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7123,2024-12-25,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7124,2024-12-26,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7125,2024-12-27,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7126,2024-12-28,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
7127,2024-12-29,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,128.0,31.0,04-03-2025,12-02-2025,14,In AIR,438,30,930.0,438,492.0,465.0,957.0
7128,2024-12-30,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,68.0,37.0,01-03-2025,09-02-2025,11,In AIR,438,30,1110.0,438,672.0,555.0,1227.0
7129,2024-12-31,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,38.0,40.0,28-02-2025,08-02-2025,10,In AIR,438,30,1200.0,438,762.0,600.0,1362.0
7130,2025-01-01,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,348.0,45.0,27-02-2025,07-02-2025,9,In AIR,438,30,1350.0,438,912.0,675.0,1587.0
7131,2025-01-02,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,346.0,46.0,27-02-2025,07-02-2025,9,In AIR,438,30,1380.0,438,942.0,690.0,1632.0
7132,2025-01-03,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,118.0,32.0,03-03-2025,11-02-2025,13,In AIR,438,30,960.0,438,522.0,480.0,1002.0
7133,2025-01-04,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,158.0,28.0,05-03-2025,13-02-2025,15,In AIR,438,30,840.0,438,402.0,420.0,822.0
7134,2025-01-05,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,158.0,28.0,05-03-2025,13-02-2025,15,In AIR,438,30,840.0,438,402.0,420.0,822.0
7135,2025-01-06,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,198.0,24.0,08-03-2025,16-02-2025,18,In AIR,438,30,720.0,438,282.0,360.0,642.0
7136,2025-01-07,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,228.0,21.0,10-03-2025,18-02-2025,20,In AIR,438,30,630.0,438,192.0,315.0,507.0
7137,2025-01-08,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,258.0,18.0,14-03-2025,22-02-2025,24,Expected to be in air,438,30,540.0,438,102.0,270.0,372.0
7138,2025-01-09,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,38.0,16.0,17-03-2025,25-02-2025,27,Expected to be in air,438,30,480.0,438,42.0,240.0,282.0
7139,2025-01-10,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,63.0,15.0,19-03-2025,27-02-2025,29,Expected to be in air,438,30,450.0,438,12.0,225.0,237.0
7140,2025-01-11,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,63.0,15.0,19-03-2025,27-02-2025,29,Expected to be in air,438,30,450.0,438,12.0,225.0,237.0
7141,2025-01-12,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7142,2025-01-13,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7143,2025-01-14,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7144,2025-01-15,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7145,2025-01-16,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7146,2025-01-17,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7147,2025-01-18,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,88.0,14.0,21-03-2025,01-03-2025,31,Expected to be in air,438,30,420.0,438,-18.0,210.0,192.0
7148,2025-01-19,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7149,2025-01-20,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,53.0,11.0,29-03-2025,09-03-2025,39,Expected to be in air,438,30,330.0,438,-108.0,165.0,57.0
7150,2025-01-21,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7151,2025-01-22,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7152,2025-01-23,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7153,2025-01-24,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,11.0,7.0,21-04-2025,01-04-2025,62,Sea Shipment,438,30,210.0,438,-228.0,105.0,-123.0
7154,2025-01-25,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,30.0,8.0,13-04-2025,24-03-2025,54,Expected to be in air,438,30,240.0,438,-198.0,120.0,-78.0
7155,2025-01-26,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,69.0,9.0,07-04-2025,18-03-2025,48,Expected to be in air,438,30,270.0,438,-168.0,135.0,-33.0
7156,2025-01-27,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7157,2025-01-28,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,28.0,10.0,02-04-2025,13-03-2025,43,Expected to be in air,438,30,300.0,438,-138.0,150.0,12.0
7158,2025-01-29,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,113.0,13.0,23-03-2025,03-03-2025,33,Expected to be in air,438,30,390.0,438,-48.0,195.0,147.0
7159,2025-01-30,B0788X172Q,SVA Pomegranate Seed Oil 4oz (US),438,18.0,12.0,26-03-2025,06-03-2025,36,Expected to be in air,438,30,360.0,438,-78.0,180.0,102.0
