ASIN,Product Name,Current Inventory,Daily_Run_Rate,Expected_Usage,Total Upcoming Shipment,Days_To_Target,AWD,Backstock,Upcoming Orders,Total Available Stocks with BS & AWD,"Total Available Stocks with BS,AWD & Orders",Required Inventory(AWD+BS+ORDERS)
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,159.0,4770.0,4989,30,7000,8200,0,20189,20189,-15419.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,187.0,5610.0,4989,30,7000,8200,0,20189,20189,-14579.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,183.0,5490.0,4989,30,7000,8200,0,20189,20189,-14699.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,163.0,4890.0,4989,30,7000,8200,0,20189,20189,-15299.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,153.0,4590.0,4989,30,7000,8200,0,20189,20189,-15599.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,136.0,4080.0,4989,30,7000,8200,0,20189,20189,-16109.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,112.0,3360.0,4989,30,7000,8200,0,20189,20189,-16829.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,112.0,3360.0,4989,30,7000,8200,0,20189,20189,-16829.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,108.0,3240.0,4989,30,7000,8200,0,20189,20189,-16949.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,100.0,3000.0,4989,30,7000,8200,0,20189,20189,-17189.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,102.0,3060.0,4989,30,7000,8200,0,20189,20189,-17129.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,112.0,3360.0,4989,30,7000,8200,0,20189,20189,-16829.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,108.0,3240.0,4989,30,7000,8200,0,20189,20189,-16949.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,109.0,3270.0,4989,30,7000,8200,0,20189,20189,-16919.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,110.0,3300.0,4989,30,7000,8200,0,20189,20189,-16889.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,106.0,3180.0,4989,30,7000,8200,0,20189,20189,-17009.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,101.0,3030.0,4989,30,7000,8200,0,20189,20189,-17159.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,106.0,3180.0,4989,30,7000,8200,0,20189,20189,-17009.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,101.0,3030.0,4989,30,7000,8200,0,20189,20189,-17159.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,94.0,2820.0,4989,30,7000,8200,0,20189,20189,-17369.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,92.0,2760.0,4989,30,7000,8200,0,20189,20189,-17429.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,85.0,2550.0,4989,30,7000,8200,0,20189,20189,-17639.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,85.0,2550.0,4989,30,7000,8200,0,20189,20189,-17639.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,83.0,2490.0,4989,30,7000,8200,0,20189,20189,-17699.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,88.0,2640.0,4989,30,7000,8200,0,20189,20189,-17549.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,91.0,2730.0,4989,30,7000,8200,0,20189,20189,-17459.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,97.0,2910.0,4989,30,7000,8200,0,20189,20189,-17279.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,92.0,2760.0,4989,30,7000,8200,0,20189,20189,-17429.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,94.0,2820.0,4989,30,7000,8200,0,20189,20189,-17369.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,102.0,3060.0,4989,30,7000,8200,0,20189,20189,-17129.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,111.0,3330.0,4989,30,7000,8200,0,20189,20189,-16859.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,115.0,3450.0,4989,30,7000,8200,0,20189,20189,-16739.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,113.0,3390.0,4989,30,7000,8200,0,20189,20189,-16799.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,108.0,3240.0,4989,30,7000,8200,0,20189,20189,-16949.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,107.0,3210.0,4989,30,7000,8200,0,20189,20189,-16979.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,101.0,3030.0,4989,30,7000,8200,0,20189,20189,-17159.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,99.0,2970.0,4989,30,7000,8200,0,20189,20189,-17219.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,107.0,3210.0,4989,30,7000,8200,0,20189,20189,-16979.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,103.0,3090.0,4989,30,7000,8200,0,20189,20189,-17099.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,103.0,3090.0,4989,30,7000,8200,0,20189,20189,-17099.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,101.0,3030.0,4989,30,7000,8200,0,20189,20189,-17159.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,101.0,3030.0,4989,30,7000,8200,0,20189,20189,-17159.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,106.0,3180.0,4989,30,7000,8200,0,20189,20189,-17009.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,104.0,3120.0,4989,30,7000,8200,0,20189,20189,-17069.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,111.0,3330.0,4989,30,7000,8200,0,20189,20189,-16859.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,120.0,3600.0,4989,30,7000,8200,0,20189,20189,-16589.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,124.0,3720.0,4989,30,7000,8200,0,20189,20189,-16469.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,121.0,3630.0,4989,30,7000,8200,0,20189,20189,-16559.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,129.0,3870.0,4989,30,7000,8200,0,20189,20189,-16319.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,129.0,3870.0,4989,30,7000,8200,0,20189,20189,-16319.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,125.0,3750.0,4989,30,7000,8200,0,20189,20189,-16439.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,121.0,3630.0,4989,30,7000,8200,0,20189,20189,-16559.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,124.0,3720.0,4989,30,7000,8200,0,20189,20189,-16469.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,122.0,3660.0,4989,30,7000,8200,0,20189,20189,-16529.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,119.0,3570.0,4989,30,7000,8200,0,20189,20189,-16619.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,123.0,3690.0,4989,30,7000,8200,0,20189,20189,-16499.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,119.0,3570.0,4989,30,7000,8200,0,20189,20189,-16619.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,121.0,3630.0,4989,30,7000,8200,0,20189,20189,-16559.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,116.0,3480.0,4989,30,7000,8200,0,20189,20189,-16709.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,119.0,3570.0,4989,30,7000,8200,0,20189,20189,-16619.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,112.0,3360.0,4989,30,7000,8200,0,20189,20189,-16829.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,108.0,3240.0,4989,30,7000,8200,0,20189,20189,-16949.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,107.0,3210.0,4989,30,7000,8200,0,20189,20189,-16979.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,107.0,3210.0,4989,30,7000,8200,0,20189,20189,-16979.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,100.0,3000.0,4989,30,7000,8200,0,20189,20189,-17189.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,104.0,3120.0,4989,30,7000,8200,0,20189,20189,-17069.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,108.0,3240.0,4989,30,7000,8200,0,20189,20189,-16949.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,105.0,3150.0,4989,30,7000,8200,0,20189,20189,-17039.0
B072M2MTK1,SVA Rose Water 4 Oz (US),4989,106.0,3180.0,4989,30,7000,8200,0,20189,20189,-17009.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,130.0,3900.0,14779,30,3420,0,0,18199,18199,-14299.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,118.0,3540.0,14779,30,3420,0,0,18199,18199,-14659.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,117.0,3510.0,14779,30,3420,0,0,18199,18199,-14689.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,114.0,3420.0,14779,30,3420,0,0,18199,18199,-14779.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,115.0,3450.0,14779,30,3420,0,0,18199,18199,-14749.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,117.0,3510.0,14779,30,3420,0,0,18199,18199,-14689.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,113.0,3390.0,14779,30,3420,0,0,18199,18199,-14809.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,124.0,3720.0,14779,30,3420,0,0,18199,18199,-14479.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,144.0,4320.0,14779,30,3420,0,0,18199,18199,-13879.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,135.0,4050.0,14779,30,3420,0,0,18199,18199,-14149.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,123.0,3690.0,14779,30,3420,0,0,18199,18199,-14509.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,121.0,3630.0,14779,30,3420,0,0,18199,18199,-14569.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,103.0,3090.0,14779,30,3420,0,0,18199,18199,-15109.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,80.0,2400.0,14779,30,3420,0,0,18199,18199,-15799.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,83.0,2490.0,14779,30,3420,0,0,18199,18199,-15709.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,84.0,2520.0,14779,30,3420,0,0,18199,18199,-15679.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,85.0,2550.0,14779,30,3420,0,0,18199,18199,-15649.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,83.0,2490.0,14779,30,3420,0,0,18199,18199,-15709.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,81.0,2430.0,14779,30,3420,0,0,18199,18199,-15769.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,80.0,2400.0,14779,30,3420,0,0,18199,18199,-15799.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,77.0,2310.0,14779,30,3420,0,0,18199,18199,-15889.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,84.0,2520.0,14779,30,3420,0,0,18199,18199,-15679.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,86.0,2580.0,14779,30,3420,0,0,18199,18199,-15619.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,83.0,2490.0,14779,30,3420,0,0,18199,18199,-15709.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,83.0,2490.0,14779,30,3420,0,0,18199,18199,-15709.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,81.0,2430.0,14779,30,3420,0,0,18199,18199,-15769.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,75.0,2250.0,14779,30,3420,0,0,18199,18199,-15949.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,76.0,2280.0,14779,30,3420,0,0,18199,18199,-15919.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,80.0,2400.0,14779,30,3420,0,0,18199,18199,-15799.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,78.0,2340.0,14779,30,3420,0,0,18199,18199,-15859.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,76.0,2280.0,14779,30,3420,0,0,18199,18199,-15919.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,75.0,2250.0,14779,30,3420,0,0,18199,18199,-15949.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,79.0,2370.0,14779,30,3420,0,0,18199,18199,-15829.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,85.0,2550.0,14779,30,3420,0,0,18199,18199,-15649.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,85.0,2550.0,14779,30,3420,0,0,18199,18199,-15649.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,93.0,2790.0,14779,30,3420,0,0,18199,18199,-15409.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,96.0,2880.0,14779,30,3420,0,0,18199,18199,-15319.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,96.0,2880.0,14779,30,3420,0,0,18199,18199,-15319.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,91.0,2730.0,14779,30,3420,0,0,18199,18199,-15469.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,93.0,2790.0,14779,30,3420,0,0,18199,18199,-15409.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,95.0,2850.0,14779,30,3420,0,0,18199,18199,-15349.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,103.0,3090.0,14779,30,3420,0,0,18199,18199,-15109.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,101.0,3030.0,14779,30,3420,0,0,18199,18199,-15169.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,105.0,3150.0,14779,30,3420,0,0,18199,18199,-15049.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,110.0,3300.0,14779,30,3420,0,0,18199,18199,-14899.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,113.0,3390.0,14779,30,3420,0,0,18199,18199,-14809.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,108.0,3240.0,14779,30,3420,0,0,18199,18199,-14959.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,114.0,3420.0,14779,30,3420,0,0,18199,18199,-14779.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,112.0,3360.0,14779,30,3420,0,0,18199,18199,-14839.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,119.0,3570.0,14779,30,3420,0,0,18199,18199,-14629.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,117.0,3510.0,14779,30,3420,0,0,18199,18199,-14689.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,121.0,3630.0,14779,30,3420,0,0,18199,18199,-14569.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,118.0,3540.0,14779,30,3420,0,0,18199,18199,-14659.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,120.0,3600.0,14779,30,3420,0,0,18199,18199,-14599.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,120.0,3600.0,14779,30,3420,0,0,18199,18199,-14599.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,125.0,3750.0,14779,30,3420,0,0,18199,18199,-14449.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,130.0,3900.0,14779,30,3420,0,0,18199,18199,-14299.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,138.0,4140.0,14779,30,3420,0,0,18199,18199,-14059.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,143.0,4290.0,14779,30,3420,0,0,18199,18199,-13909.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,156.0,4680.0,14779,30,3420,0,0,18199,18199,-13519.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,159.0,4770.0,14779,30,3420,0,0,18199,18199,-13429.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,161.0,4830.0,14779,30,3420,0,0,18199,18199,-13369.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,184.0,5520.0,14779,30,3420,0,0,18199,18199,-12679.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,175.0,5250.0,14779,30,3420,0,0,18199,18199,-12949.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,158.0,4740.0,14779,30,3420,0,0,18199,18199,-13459.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,151.0,4530.0,14779,30,3420,0,0,18199,18199,-13669.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,139.0,4170.0,14779,30,3420,0,0,18199,18199,-14029.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,104.0,3120.0,14779,30,3420,0,0,18199,18199,-15079.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,114.0,3420.0,14779,30,3420,0,0,18199,18199,-14779.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,117.0,3510.0,14779,30,3420,0,0,18199,18199,-14689.0
B071LQFHPY,SVA Eucalyptus Oil 4 Oz (US),5787,120.0,3600.0,14779,30,3420,0,0,18199,18199,-14599.0
